at,timestamp,hr,rr,act
2020-06-04 19:50,1591296612,,,255
2020-06-04 19:50,1591296616,,,104
2020-06-04 19:50,1591296620,,,91
2020-06-04 19:50,1591296624,,,262
2020-06-04 19:50,1591296628,,,84
2020-06-04 19:50,1591296632,,,81
2020-06-04 19:50,1591296636,73,,110
2020-06-04 19:50,1591296640,73,,104
2020-06-04 19:50,1591296644,73,,230
2020-06-04 19:50,1591296648,73,,81
2020-06-04 19:50,1591296652,74,,100
2020-06-04 19:50,1591296656,74,,123
2020-06-04 19:51,1591296660,73,20.2,94
2020-06-04 19:51,1591296664,74,20.5,113
2020-06-04 19:51,1591296668,74,20.6,73
2020-06-04 19:51,1591296672,74,21.2,100
2020-06-04 19:51,1591296676,73,21.7,84
2020-06-04 19:51,1591296680,73,22,98
2020-06-04 19:51,1591296684,73,21.4,118
2020-06-04 19:51,1591296688,75,21.2,95
2020-06-04 19:51,1591296692,75,21.1,80
2020-06-04 19:51,1591296696,75,21,93
2020-06-04 19:51,1591296700,75,21.2,161
2020-06-04 19:51,1591296704,75,21.2,93
2020-06-04 19:51,1591296708,74,21,87
2020-06-04 19:51,1591296712,74,20.7,78
2020-06-04 19:51,1591296716,75,20.4,111
2020-06-04 19:52,1591296720,75,20,93
2020-06-04 19:52,1591296724,75,19.7,94
2020-06-04 19:52,1591296728,74,19.7,75
2020-06-04 19:52,1591296732,72,19.7,72
2020-06-04 19:52,1591296736,71,19.9,84
2020-06-04 19:52,1591296740,73,19.9,116
2020-06-04 19:52,1591296744,74,19.9,199
2020-06-04 19:52,1591296748,74,19.9,88
2020-06-04 19:52,1591296752,74,20.2,90
2020-06-04 19:52,1591296756,73,20.8,92
2020-06-04 19:52,1591296760,72,21.4,102
2020-06-04 19:52,1591296764,73,21.6,132
2020-06-04 19:52,1591296768,73,21.9,1754
2020-06-04 19:52,1591296772,73,22.1,9637
2020-06-04 19:52,1591296776,73,22.3,132
2020-06-04 19:53,1591296780,73,22.3,261
2020-06-04 19:53,1591296784,73,22.3,50
2020-06-04 19:53,1591296788,73,22.3,62
2020-06-04 19:53,1591296792,74,22.3,68
2020-06-04 19:53,1591296796,74,22.3,62
2020-06-04 19:53,1591296800,74,22.3,79
2020-06-04 19:53,1591296804,75,22.3,85
2020-06-04 19:53,1591296808,76,22.1,96
2020-06-04 19:53,1591296812,76,21.8,94
2020-06-04 19:53,1591296816,77,21.4,92
2020-06-04 19:53,1591296820,77,21.4,104
2020-06-04 19:53,1591296824,77,21.7,77
2020-06-04 19:53,1591296828,77,21.8,86
2020-06-04 19:53,1591296832,77,21.5,105
2020-06-04 19:53,1591296836,76,21.3,90
2020-06-04 19:54,1591296840,76,21.2,139
2020-06-04 19:54,1591296844,76,21.1,104
2020-06-04 19:54,1591296848,75,20.9,87
