timestamp,rmssd,tp,lfn,hfn,r_hrv
1592429064,31,0.4,39.3,60.7,498.3
1592429244,,,,,236.5
1592429424,,,,,229.4
1592429603,41.1,0.4,21.4,78.6,355.5
1592429783,38.7,0.4,38.9,61.1,439.1
1592429963,36.1,0.4,23.4,76.6,473.2
1592430093,,,,,310.1
1592430367,50.1,0.5,26.9,73.1,389.1
1592430547,38,0.5,28,72,169
1592430727,35.4,0.5,38.8,61.2,727.3
1592430907,42.1,0.5,51.7,48.3,373.8
1592431086,48.3,0.4,21.5,78.5,154.4
1592431266,49.4,0.5,46.6,53.4,897.4
1592431447,39.6,0.5,16,84,423.7
1592431627,47.5,0.5,31.2,68.8,213.1
1592431807,40.3,0.5,43,57,155.9
1592431987,29.6,0.5,37.4,62.6,152
1592432167,,,,,28.8
1592432347,28.2,0.6,30.7,69.3,149.3
1592432527,,,,,29.8
1592432707,22.9,0.5,34.8,65.2,547.4
1592432887,43.1,0.5,37,63,517.1
1592433067,31.4,0.5,23,77,219.8
1592433247,30.3,0.5,35.1,64.9,215.6
1592433426,24.7,0.5,17.9,82.1,215.7
1592433606,25.4,0.5,25.7,74.3,215.7
1592433787,32.3,0.5,28.5,71.5,570.4
1592433967,33.9,0.5,14.7,85.3,143.6
1592434147,28.6,0.5,29.1,70.9,141.6
1592434327,20.4,0.6,41.2,58.8,158.1
1592434507,25.7,0.6,51.1,48.9,496.9
1592434687,24.7,0.5,39.7,60.3,228.9
1592434867,27.4,0.6,40.8,59.2,230.4
1592435047,27.6,0.5,30.1,69.9,335.4
1592435227,27,0.5,20,80,203.6
1592435407,28.4,0.5,26.5,73.5,208.3
1592435587,29.4,0.5,25.3,74.7,205.6
1592435766,27.6,0.5,31,69,398.5
1592435946,47.3,0.5,23.8,76.2,382.3
1592436127,36.2,0.5,15,85,131.6
1592436307,30.3,0.5,11.3,88.7,131.9
1592436487,,,,,34.6
1592436667,32.9,0.5,22.4,77.6,129.3
1592436847,28,0.5,24.2,75.8,131.7
1592437027,,,,,32.9
1592437207,27.8,0.4,38,62,131.8
1592437387,30.5,0.5,28.6,71.4,474.3
1592437597,46.6,0.5,55.6,44.4,543.4
1592437777,53.9,0.5,27.3,72.7,209.7
1592437957,39.8,0.5,19.6,80.4,204.6
1592438136,35.1,0.5,28.9,71.1,200.6
1592438316,34.5,0.5,11.9,88.1,205.6
1592438497,32.3,0.5,20.1,79.9,199.8
1592438677,40.5,0.5,21,79,810.6
1592438857,41.9,0.5,32,68,111.5
1592439037,58.5,0.5,19.8,80.2,647.6
1592439217,59,0.4,23.3,76.7,75.3
1592439397,51.8,0.5,29.9,70.1,81.3
1592439577,37.8,0.5,34.2,65.8,92.4
1592439757,47.2,0.5,43.9,56.1,191.9
1592439937,48,0.5,53.6,46.4,481.8
1592440117,147.4,0.4,31.9,68.1,60.2
1592440297,13.6,0.6,77.6,22.4,72.7
1592440476,24.6,0.6,49.6,50.4,71.7
1592440656,38.1,0.5,47,53,549.2
1592440837,47.1,0.5,31.4,68.6,446.8
1592441017,69.6,0.5,41.7,58.3,566.5
1592441197,,,,,124.8
1592441377,,,,,147.1
1592441557,,,,,116.1
1592441737,,,,,97.3
1592441917,,,,,207.5
1592442097,52.9,0.4,30.1,69.9,159.8
1592442277,59.8,0.4,24.9,75.1,902.5
1592442457,54.4,0.5,18.3,81.7,239.5
1592442637,53.6,0.5,23,77,126.3
1592442816,53.5,0.5,21.3,78.7,125.8
1592442996,44.8,0.5,18.9,81.1,127.6
1592443177,,,,,48.7
1592443357,49.9,0.5,55.6,44.4,560.5
1592443537,60.6,0.5,40.7,59.3,551.7
1592443717,60.9,0.5,39.7,60.3,152.3
1592443897,67.2,0.4,24.1,75.9,146.2
1592444077,59.5,0.4,30.6,69.4,143.6
