at,timestamp,hr,rr,act
2020-05-29 21:01,1590782498,,,221
2020-05-29 21:01,1590782502,,,72
2020-05-29 21:01,1590782506,,,128
2020-05-29 21:01,1590782510,,,129
2020-05-29 21:01,1590782514,,,91
2020-05-29 21:01,1590782518,66,,104
2020-05-29 21:02,1590782522,67,,595
2020-05-29 21:02,1590782526,68,,141
2020-05-29 21:02,1590782530,68,,76
2020-05-29 21:02,1590782534,68,,91
2020-05-29 21:02,1590782538,68,,90
2020-05-29 21:02,1590782542,69,,77
2020-05-29 21:02,1590782546,68,,309
2020-05-29 21:02,1590782550,67,,77
2020-05-29 21:02,1590782554,67,,64
2020-05-29 21:02,1590782558,66,,57
2020-05-29 21:02,1590782562,67,,91
2020-05-29 21:02,1590782566,67,,55
2020-05-29 21:02,1590782570,66,,50
2020-05-29 21:02,1590782574,66,,89
2020-05-29 21:02,1590782578,66,17.6,192
2020-05-29 21:03,1590782582,66,17.6,97
2020-05-29 21:03,1590782586,66,17.1,85
2020-05-29 21:03,1590782590,65,17,90
2020-05-29 21:03,1590782594,65,17.4,87
2020-05-29 21:03,1590782598,65,18,67
2020-05-29 21:03,1590782602,66,18,61
2020-05-29 21:03,1590782606,67,18.3,92
2020-05-29 21:03,1590782610,68,18.7,109
2020-05-29 21:03,1590782614,68,19.2,78
2020-05-29 21:03,1590782618,70,19.6,84
2020-05-29 21:03,1590782622,71,20,62
2020-05-29 21:03,1590782626,71,20.3,38
2020-05-29 21:03,1590782630,71,20.4,167
2020-05-29 21:03,1590782634,72,20.7,98
2020-05-29 21:03,1590782638,72,20.3,87
2020-05-29 21:04,1590782642,72,20.1,68
2020-05-29 21:04,1590782646,72,19.8,99
2020-05-29 21:04,1590782650,72,19.5,83
2020-05-29 21:04,1590782654,72,18.9,83
2020-05-29 21:04,1590782658,70,18.5,5158
2020-05-29 21:04,1590782662,69,18.2,346
2020-05-29 21:04,1590782666,70,18.2,166
2020-05-29 21:04,1590782670,72,18.2,396
2020-05-29 21:04,1590782674,72,18.2,95
2020-05-29 21:04,1590782678,72,18.2,71
2020-05-29 21:04,1590782682,73,18.2,104
2020-05-29 21:04,1590782686,73,18.2,158
2020-05-29 21:04,1590782690,72,18.2,79
2020-05-29 21:04,1590782694,72,18.2,81
2020-05-29 21:04,1590782698,72,18.2,87
2020-05-29 21:05,1590782702,70,18.2,77
2020-05-29 21:05,1590782706,69,18.2,2687
2020-05-29 21:05,1590782710,66,18.2,517
2020-05-29 21:05,1590782714,66,18.2,321
2020-05-29 21:05,1590782718,69,18.2,66
2020-05-29 21:05,1590782722,71,18.2,78
2020-05-29 21:05,1590782726,70,18.2,104
2020-05-29 21:05,1590782730,69,18.2,105
2020-05-29 21:05,1590782734,67,18.2,93
2020-05-29 21:05,1590782738,67,18.2,170
2020-05-29 21:05,1590782742,67,18.2,191
2020-05-29 21:05,1590782746,67,18.2,110
2020-05-29 21:05,1590782750,67,18.2,80
2020-05-29 21:05,1590782754,67,18.2,70
2020-05-29 21:05,1590782758,67,18.2,88
2020-05-29 21:06,1590782762,72,18.2,222
2020-05-29 21:06,1590782766,77,18.4,52
2020-05-29 21:06,1590782770,77,18.5,65
2020-05-29 21:06,1590782774,76,18.6,75
2020-05-29 21:06,1590782778,75,18.3,84
2020-05-29 21:06,1590782782,75,18,72
2020-05-29 21:06,1590782786,75,17.9,70
2020-05-29 21:06,1590782790,74,17.9,114
2020-05-29 21:06,1590782794,74,18,78
2020-05-29 21:06,1590782798,75,18.2,115
2020-05-29 21:06,1590782802,75,18.4,124
