timestamp,rmssd,tp,lfn,hfn,r_hrv
1590701046,16.4,0.6,41.6,58.4,251.2
1590701226,,,,,57.8
1590701406,17.5,0.6,42.4,57.6,376.6
1590701586,17.2,0.5,37.4,62.6,448.2
1590701766,18.2,0.6,32.1,67.9,460.9
1590701946,16.8,0.6,51.3,48.7,528.7
1590702127,15.1,0.5,25.3,74.7,648.9
1590702306,,,,,245.4
1590702486,28.2,0.5,55,45,504.2
1590702622,16.6,0.6,47.3,52.7,537.1
1590702907,122.8,0.4,70.5,29.5,303.4
1590703086,,,,,19.3
1590703266,23.9,0.5,18.6,81.4,297.1
1590703429,,,,,312.8
1590703850,,,,,97.3
1590704030,79.1,0.4,27.9,72.1,731.8
1590704210,19.2,0.5,25,75,270.6
1590704390,,,,,21.7
1590704570,,,,,25.7
1590704749,36.5,0.5,27.8,72.2,248.3
1590704930,26.2,0.6,14.7,85.3,220.6
1590705110,144.6,0.4,28.5,71.5,609.6
1590705290,28.1,0.5,26,74,390.2
1590705470,,,,,31.4
1590705650,27,0.5,37.6,62.4,796.6
1590705830,36.8,0.5,17,83,202.6
1590706010,41.3,0.5,33.4,66.6,177.1
1590706190,42.2,0.5,35.3,64.7,189.4
1590706370,32.2,0.5,28.2,71.8,192.9
1590706550,29.9,0.5,33.2,66.8,194.1
1590706730,32.6,0.5,37.8,62.2,524.3
1590706910,27.5,0.6,33.2,66.8,102.2
1590707089,21.1,0.5,30,70,111.2
1590707270,,,,,24.9
1590707450,22.4,0.5,24,76,102.4
1590707630,,,,,21.7
1590707810,,,,,87.9
1590707921,,,,,422.7
1590708152,,,,,345
1590708332,76.3,0.2,20.2,79.8,64
1590708512,,,,,232.9
1590708692,31.7,0.5,43.7,56.3,63
1590708872,,,,,318.1
1590709052,36.2,0.5,36.1,63.9,378.5
1590709233,43.3,0.6,61.3,38.7,701.7
1590709413,33.7,0.5,36.2,63.8,326
1590709593,41.1,0.5,30.1,69.9,203.9
1590709773,,,,,28.5
1590709953,,,,,31.7
1590710132,28.7,0.5,13.3,86.7,196.2
1590710312,23.3,0.5,23.2,76.8,799.9
1590710492,37.2,0.5,27.9,72.1,441.1
1590710672,33.5,0.5,22.7,77.3,303.2
1590710852,,,,,34.4
1590711032,,,,,30.2
1590711212,,,,,33
1590711392,44.7,0.5,29.9,70.1,499.6
1590711573,,,,,211.5
1590711753,41.4,0.4,22.9,77.1,266.7
1590711933,35.8,0.5,22.6,77.4,78.3
1590712113,30,0.5,34.2,65.8,76.9
1590712293,30.5,0.5,25.6,74.4,76.1
1590712472,31.4,0.5,25.4,74.6,76.3
1590712652,31.2,0.5,30.1,69.9,75.7
1590712832,33.2,0.5,34.1,65.9,690.5
1590713012,,,,,201.2
1590713192,38.3,0.5,32.2,67.8,367.7
1590713372,41.6,0.5,19.6,80.4,134.5
1590713552,40.1,0.5,40.8,59.2,923.2
1590713732,33.1,0.5,56.7,43.3,702.6
1590713913,35.9,0.5,28.3,71.7,147.5
1590714093,43.2,0.5,28.1,71.9,600.8
1590714273,,,,,102.8
1590714453,47.3,0.5,53.5,46.5,76
1590714633,,,,,100.9
1590714812,,,,,112.6
1590714992,,,,,137.4
1590715172,26.6,0.5,65.1,34.9,149.4
1590715382,26.8,0.5,57.8,42.2,185.8
1590715562,28.8,0.5,61.3,38.7,119.7
1590715742,26.5,0.5,69.3,30.7,502.9
1590715922,38.9,0.5,22.7,77.3,126.3
1590716102,36.8,0.5,15.5,84.5,74.1
1590716283,31.4,0.5,21.1,78.9,76.4
1590716463,41.4,0.5,61.9,38.1,555.8
1590716643,35.6,0.5,28.4,71.6,40.3
1590716823,32.7,0.5,27.3,72.7,40.2
1590717003,29.3,0.4,35.4,64.6,41
1590717182,27.6,0.5,20.7,79.3,41.2
1590717362,31.2,0.5,26.2,73.9,41.3
1590717542,27.9,0.5,25.3,74.7,40.6
1590717722,57.8,0.5,32.2,67.8,592.5
1590717902,46.2,0.4,23.4,76.6,70.6
1590718082,48.7,0.5,11.2,88.8,68.8
1590718262,38.9,0.4,15.2,84.8,174.2
1590718442,43.1,0.5,11,89,64.4
1590718623,43.9,0.5,12.6,87.4,63.3
1590718803,40.5,0.5,16.2,83.8,361.5
1590718983,46.5,0.4,14.1,85.9,462.3
1590719163,36.8,0.4,24.5,75.5,68.8
1590719343,34.8,0.4,32,68,70.5
1590719522,39.9,0.5,33.9,66.1,776.2
1590719702,,,,,40.4
1590719882,36.7,0.5,24.8,75.2,143.2
1590720062,35.8,0.5,28.7,71.3,137.3
1590720242,27.5,0.5,42,58,150
1590720422,22.6,0.5,44.4,55.6,169.1
1590720602,23.4,0.5,32,68,244
1590720782,28.3,0.5,52.9,47.1,186.4
1590720963,34.7,0.5,44.4,55.6,404.4
1590721143,36,0.5,34.6,65.4,154.6
1590721323,17.7,0.5,65.9,34.1,115
1590721503,15.3,0.5,58.7,41.3,372.7
1590721683,39.9,0.5,32.4,67.6,468.2
1590721862,28.2,0.5,59.6,40.4,170.6
1590722042,32.3,0.5,42.9,57.1,198.9
1590722222,36.2,0.5,45.6,54.4,453.5
1590722402,,,,,41.1
1590722582,28.8,0.4,47.8,52.2,20.5
1590722762,,,,,38.2
1590722942,,,,,37.6
1590723122,,,,,64.4
1590723303,39.4,0.5,38.9,61.1,57.4
1590723483,39.6,0.5,22.2,77.8,507.8
1590723663,29.6,0.5,33.9,66.1,58.5
1590723843,27.3,0.5,38.6,61.4,57.2
1590724023,47.7,0.5,44,56,557.4
1590724202,,,,,83
1590724382,,,,,43.4
1590724562,,,,,39.4
1590724742,33.6,0.5,16.7,83.3,87.8
1590724922,,,,,36.9
1590725102,,,,,34.7
1590725282,,,,,36.5
1590725462,39.5,0.5,20.3,79.7,581
1590725643,54.4,0.4,11.3,88.7,59.4
