timestamp,rmssd,tp,lfn,hfn,r_hrv
1590874149,30.1,0.5,13.1,86.9,273.3
1590874329,27,0.5,17.5,82.5,180.4
1590874494,28.9,0.4,22.5,77.5,407.9
1590874906,38.6,0.5,16.1,83.9,170.4
1590875086,34.1,0.5,15.1,84.9,356.1
1590875206,,,,,318.2
1590875465,35,0.5,11.4,88.6,228.1
1590875645,27.5,0.5,15,85,563.9
1590875824,37.2,0.5,35.9,64.1,440.4
1590876004,39.3,0.5,31.2,68.8,170.4
1590876184,38.9,0.5,24.5,75.5,342.2
1590876364,32.3,0.5,35.3,64.7,622.7
1590876545,32.2,0.5,22.3,77.7,128.4
1590876689,,,,,43.4
1590877006,41.1,0.5,19.1,80.9,191.2
1590877186,44.3,0.5,18.7,81.3,692.4
1590877366,31.6,0.5,15.4,84.6,626.2
1590877546,,,,,273.3
1590877726,,,,,417
1590877906,,,,,420.5
1590878086,,,,,282
1590878266,58.1,0.5,25.6,74.4,221.2
1590878446,49.3,0.5,41.4,58.6,744.7
1590878626,36.2,0.5,52.3,47.7,192.7
1590878806,38.2,0.5,20.5,79.5,142.7
1590878986,,,,,39.2
1590879166,,,,,32.5
1590879346,,,,,28.9
1590879526,25.5,0.5,29.3,70.7,140.6
1590879706,,,,,293.4
1590880016,26.6,0.5,71.9,28.1,197.6
1590880196,,,,,175.7
1590880376,42.3,0.4,17.2,82.8,57.8
1590880555,,,,,266.2
1590880735,35.7,0.4,17.9,82.1,176.7
1590880915,31.8,0.5,34.3,65.7,90.5
1590881096,49.4,0.5,33.5,66.5,580.5
1590881276,51.7,0.5,32,68,101
1590881456,49.6,0.5,30.7,69.3,101.2
1590881636,47.1,0.4,23.3,76.7,266.8
1590881816,42.4,0.5,20.1,79.9,105.3
1590881996,46,0.5,28.5,71.5,106.7
1590882176,45.6,0.5,24.2,75.8,107.2
1590882356,42.3,0.5,19.6,80.4,105.2
1590882536,47.6,0.5,25.9,74.1,103
1590882716,48.8,0.5,24.4,75.6,137.1
1590882895,33.1,0.5,18,82,115.9
1590883075,27.1,0.5,25.7,74.3,107.1
1590883255,42.1,0.5,25.6,74.4,414.3
1590883436,38.7,0.5,40.2,59.8,63.4
1590883616,37.2,0.4,46,54,63.2
1590883796,39.8,0.4,26.7,73.3,62.6
1590883976,42.1,0.4,41.7,58.3,59.3
1590884156,39.6,0.4,30.2,69.8,58
1590884336,37.6,0.3,15.1,84.9,57.8
1590884516,34,0.5,38.5,61.5,58.7
1590884696,27.6,0.4,36.3,63.7,57.9
1590884876,47.1,0.4,31.2,68.8,463.6
1590885056,46,0.5,24.5,75.5,631.1
1590885235,55.9,0.4,21.4,78.6,241.9
1590885415,,,,,51.5
1590885595,42,0.4,16.7,83.3,511.6
1590885776,,,,,275.6
1590885904,,,,,360.6
1590886180,29.3,0.4,32,68,36.8
1590886360,,,,,64.4
1590886540,,,,,56.2
1590886720,,,,,60.8
1590886899,39,0.4,35.9,64.1,70.7
1590887079,41.5,0.5,27.7,72.3,651.9
1590887260,80.7,0.4,28.2,71.8,567.6
1590887440,50.3,0.4,26.1,73.9,122.9
1590887620,45.1,0.4,51.2,48.8,124.2
1590887800,57.8,0.5,16.8,83.2,290.8
1590887980,39.3,0.4,33.4,66.6,123.4
1590888160,43.7,0.4,34,66,129.1
1590888340,40.9,0.5,46.2,53.8,124.2
1590888520,41.9,0.4,21.5,78.5,123.3
1590888700,31.5,0.4,26.5,73.5,128.1
1590888880,36.2,0.4,58.1,41.9,126.9
1590889060,39.9,0.5,50.6,49.4,138.9
1590889239,47.6,0.5,63.9,36.1,131.7
1590889419,30.8,0.5,30.3,69.7,150.9
1590889600,100.4,0.4,77.6,22.4,164.1
1590889780,40.8,0.5,63.2,36.8,224.2
1590889960,44,0.5,48.4,51.6,131.8
1590890140,68.4,0.5,67.2,32.8,178.1
1590890320,33.1,0.5,67.7,32.3,847.4
1590890500,39.8,0.5,44.8,55.2,231.6
1590890680,31.1,0.5,36.3,63.7,228.2
1590890860,33.3,0.5,39.4,60.6,133.9
1590891040,30.9,0.5,34.8,65.2,138
1590891220,31.4,0.5,36.3,63.7,136.4
1590891400,25.9,0.5,32.2,67.8,139.7
1590891579,28.6,0.5,22,78,136.1
1590891759,31.9,0.5,34.3,65.7,141.4
1590891940,29,0.5,32.8,67.2,132.5
1590892120,29.5,0.5,33.3,66.7,134.8
1590892300,29.7,0.5,20.2,79.8,135.5
1590892480,31.7,0.5,29.2,70.8,138.9
1590892660,,,,,30.4
1590892840,31,0.5,42.8,57.2,138.2
1590893020,27.9,0.5,27.9,72.1,132.7
1590893200,24.2,0.5,44.8,55.2,130.5
1590893403,28.6,0.5,41.5,58.5,131.5
1590893583,29.7,0.5,32.1,67.9,555.6
1590893763,52,0.4,38.1,61.9,234.5
1590893942,48.2,0.5,18.9,81.1,93.4
1590894122,45.6,0.4,24.9,75.1,88.2
1590894303,44.9,0.5,19.2,80.8,574.7
1590894483,43,0.4,27.5,72.5,62.3
1590894663,46.6,0.4,16.2,83.8,343.7
1590894843,41.2,0.5,31.9,68.1,87.2
1590895023,39.8,0.5,25.6,74.4,88.4
1590895203,38.1,0.5,54.4,45.6,387.3
1590895383,,,,,191.2
1590895563,,,,,214.2
1590895743,38.8,0.4,15.2,84.8,60.2
1590895923,46,0.5,36.6,63.4,421.2
1590896103,50.7,0.5,20.8,79.2,394.3
1590896282,41,0.5,21.4,78.6,54.5
1590896462,41,0.5,32.2,67.8,356
