timestamp,rmssd,tp,lfn,hfn,r_hrv
1592943828,,,,,253
1592944008,,,,,285
1592944188,,,,,350.7
1592944368,29.5,0.5,17.2,82.8,144.9
1592944548,34.8,0.5,19.6,80.4,259.6
1592944728,34.9,0.5,16.5,83.5,154.7
1592944909,34.8,0.5,25.8,74.2,272
1592945089,26.4,0.5,33.9,66.1,163.3
1592945268,,,,,29.6
1592945448,,,,,23.9
1592945628,,,,,26.1
1592945808,,,,,26.3
1592945988,18.2,0.5,12.9,87.1,620.5
1592946168,30.8,0.5,42.9,57.1,150.5
1592946348,27.2,0.5,32.6,67.4,163.3
1592946528,25.3,0.5,28.9,71.1,167.3
1592946708,28.2,0.5,13.7,86.3,161.9
1592946888,44.1,0.5,33.4,66.6,635.3
1592947068,39.8,0.5,40.8,59.2,683.3
1592947249,39.9,0.5,21.3,78.7,363.6
1592947429,,,,,37.7
1592947608,,,,,36.3
1592947788,,,,,31.4
1592947968,,,,,29.7
1592948148,,,,,21.9
1592948328,23.5,0.5,55.4,44.6,44.1
1592948508,,,,,22.1
1592948688,,,,,19.1
1592948868,,,,,220.6
1592949048,,,,,205.1
1592949228,,,,,139.2
1592949408,,,,,152
1592949589,,,,,113.4
1592949769,,,,,125.1
1592949948,,,,,195.7
1592950128,,,,,61
1592950308,,,,,141.9
1592950488,,,,,109.6
1592950668,,,,,227.4
1592950848,35.9,0.5,31.2,68.8,292.2
1592951028,34.4,0.5,22,78,494.1
1592951208,38,0.4,22.2,77.8,338.1
1592951388,,,,,51.9
1592951568,,,,,37.4
1592951748,34.2,0.5,24.4,75.6,239.9
1592951929,33.1,0.5,19.4,80.6,43.6
1592952109,28.5,0.5,30.1,69.9,532.7
1592952288,,,,,41.7
1592952468,32.8,0.5,38.9,61.1,100.5
1592952648,,,,,33.3
1592952828,,,,,36.1
1592953008,34.3,0.5,28,72,541.3
1592953188,43.1,0.5,20.5,79.5,297.5
1592953368,42,0.5,22.1,77.9,150.6
1592953548,45.5,0.5,40.3,59.7,276.4
1592953728,40.5,0.5,42.6,57.4,602.6
1592953908,35.8,0.5,20.6,79.4,249.9
1592954088,34.8,0.5,32.9,67.1,109.2
1592954269,29.3,0.5,46.7,53.3,112.3
1592954449,24,0.5,71.1,28.9,132.6
1592954628,17.9,0.6,78.6,21.4,138.4
1592954808,16.3,0.5,53.2,46.8,415.2
1592954988,,,,,81.7
1592955168,42.6,0.5,35.9,64.1,506.4
1592955348,41.7,0.5,34.6,65.4,104.2
1592955528,34.4,0.5,35.5,64.5,216.9
1592955708,38.4,0.5,29.3,70.7,108.6
1592955888,34.5,0.5,37.6,62.4,715.9
1592956068,,,,,41.2
1592956248,35.1,0.5,22.9,77.1,112.1
1592956428,,,,,39.1
1592956609,,,,,38.9
1592956789,,,,,38
1592956968,35.9,0.5,29.6,70.4,684.2
1592957148,34.4,0.5,28.4,71.6,124
1592957328,32.1,0.5,46.7,53.3,545.2
1592957508,37.4,0.5,13,87,86.7
1592957688,36.5,0.4,20.7,79.3,87.4
1592957868,36.9,0.5,48.2,51.8,88.5
1592958048,36.2,0.5,38,62,368.5
1592958228,41.4,0.5,25.2,74.8,438.4
1592958408,34.5,0.5,43.3,56.7,153.2
1592958588,38.5,0.5,18.5,81.5,158.7
1592958768,34.8,0.5,34.4,65.6,191.7
1592958949,39.2,0.5,21.2,78.8,163.6
1592959129,34.8,0.5,24.5,75.5,163.7
1592959308,36.9,0.5,19.8,80.2,161.5
1592959488,34.1,0.5,19.7,80.3,162.3
1592959668,32.7,0.5,32.1,67.9,459.4
1592959848,49.8,0.5,28.9,71.1,105.1
1592960028,42.1,0.5,25.2,74.8,469.2
1592960208,41,0.5,31.2,68.8,125.9
1592960388,,,,,162.8
1592960568,,,,,164.2
1592960748,,,,,144.7
1592960928,21.8,0.5,78.6,21.4,587
1592961108,28.8,0.5,44.1,55.9,360
1592961289,30.6,0.5,44.2,55.8,146.9
1592961469,31.3,0.5,35.1,64.9,169.5
1592961648,28.3,0.5,36.4,63.6,456.5
1592961828,35.6,0.5,31.1,68.9,219
1592962008,35.3,0.5,29.8,70.2,180.4
1592962188,38.1,0.5,28.8,71.2,593.1
1592962368,,,,,46.3
1592962548,30.7,0.5,30.8,69.2,46.1
1592962728,,,,,40.9
1592962908,,,,,37.3
1592963088,,,,,34.5
1592963268,,,,,36.1
1592963448,40.6,0.5,27.3,72.7,646.1
1592963629,42,0.5,46.4,53.6,506.8
1592963809,36.7,0.5,30.4,69.6,511.3
1592963988,33.7,0.5,18.4,81.6,113.5
1592964168,33.8,0.5,28.1,71.9,118.1
1592964348,27.4,0.5,29.9,70.1,117
1592964528,28.5,0.5,35.9,64.1,116.1
1592964708,39.2,0.5,62.6,37.4,723.1
1592964888,39.6,0.5,29,71,351
1592965068,39,0.5,19,81,158.1
1592965248,,,,,39.7
1592965428,38.7,0.5,27.9,72.1,160.6
1592965608,37.5,0.5,32,68,153.5
1592965788,27.2,0.5,34.9,65.1,175.7
1592965969,18.9,0.5,30,70,223.8
1592966149,24.4,0.5,49.9,50.1,254.2
1592966328,24.2,0.5,22.1,77.9,229.9
1592966508,25.9,0.5,43.1,56.9,176.2
1592966688,31,0.5,35.4,64.6,455.7
1592966868,43.4,0.5,36.3,63.7,110
1592967048,27.8,0.5,36.2,63.8,573.6
1592967228,25.7,0.5,44.8,55.2,94.5
1592967408,27.1,0.5,50,50,122.5
1592967588,28.1,0.5,47.1,52.9,96.3
1592967768,29.2,0.5,49.4,50.6,620.3
1592967948,44.2,0.5,32.4,67.6,167.8
1592968128,36.9,0.5,19.6,80.4,82.9
1592968309,40,0.5,26,74,80.2
1592968489,,,,,37.9
1592968668,,,,,35.5
1592968848,35.1,0.5,26,74,84
1592969028,33.6,0.5,41.2,58.8,89
1592969208,30.3,0.5,38.1,61.9,83.9
1592969388,33.3,0.5,19.2,80.8,83.1
1592969568,,,,,34.1
1592969748,30.6,0.5,26.1,73.9,83.4
1592969928,29.3,0.5,29.8,70.2,611.6
1592970108,34,0.5,25,75,375.2
1592970288,30,0.5,36.7,63.3,86.5
1592970468,51.4,0.5,40.2,59.8,619.6
1592970649,33.6,0.4,37.8,62.2,47.6
1592970829,33.6,0.5,34.3,65.7,49.7
1592971008,27.2,0.5,49.2,50.8,50.1
1592971188,36.2,0.4,30.3,69.7,51.7
1592971368,29.2,0.5,50.6,49.4,51.3
1592971548,35.3,0.6,63.8,36.2,383
1592971728,53.3,0.5,47.2,52.8,80.7
1592971908,34.5,0.5,63.3,36.7,93.5
1592972088,32.8,0.5,36.3,63.7,83.3
1592972268,37.4,0.5,47.1,52.9,479.4
1592972448,41,0.5,43.9,56.1,714
1592972628,39.8,0.5,31.1,68.9,211.2
1592972808,33.7,0.5,36.4,63.6,194.1
1592972989,29.5,0.5,33,67,448.8
1592973169,38.5,0.5,36.9,63.1,673.4
1592973348,43.8,0.5,29.8,70.2,666.6
1592973528,39.6,0.5,32.2,67.8,351.9
1592973708,35.4,0.5,26,74,166.3
1592973888,33.7,0.5,28.1,71.9,229.4
1592974068,39.4,0.4,26.9,73.1,505
1592974248,32.2,0.5,45.9,54.1,45.1
1592974428,31.3,0.5,52.7,47.3,565
1592974608,35.9,0.5,32,68,459
1592974788,31.8,0.5,33.8,66.2,881.8
1592974968,34.9,0.5,34,66,335.4
1592975148,47.3,0.4,29.3,70.7,172.8
1592975329,42.8,0.5,41.4,58.6,132.2
1592975509,43.6,0.5,47.7,52.3,174.5
1592975688,33.6,0.4,40.9,59.1,191.6
1592975868,80.3,0.5,53.6,46.4,472.9
1592976048,52.1,0.5,21.5,78.5,48.1
1592976228,38.1,0.5,42.7,57.3,554
1592976408,26.3,0.5,53.3,46.7,155.5
1592976588,26.7,0.5,27.1,72.9,154.6
1592976768,23.6,0.5,57.9,42.1,143.5
1592976948,,,,,238.1
1592977128,,,,,124.4
1592977308,37.2,0.6,40.9,59.1,46.5
1592977488,,,,,206.6
1592977669,40.3,0.5,42.6,57.4,58.5
1592977849,43,0.4,30.9,69.1,76.9
1592978028,35.3,0.5,33.5,66.5,61.2
1592978208,36.4,0.5,27.1,72.9,62.2
