timestamp,rmssd,tp,lfn,hfn,r_hrv
1591128292,36.9,0.5,17.1,82.9,339
1591128472,43.5,0.4,30.4,69.6,193.4
1591128652,44.2,0.4,40,60,290.1
1591128832,44.2,0.3,39.5,60.5,201.5
1591129012,48.4,0.4,47.7,52.3,129.6
1591129192,,,,,209.4
1591129373,,,,,265.7
1591129553,,,,,272.1
1591129733,47.5,0.3,17.4,82.6,215.1
1591129913,,,,,273.5
1591130093,36.4,0.5,16.5,83.5,131.7
1591130272,51.2,0.2,12.9,87.1,176.6
1591130452,58.7,0.2,31.5,68.5,446.5
1591130632,,,,,276.8
1591130812,,,,,288.1
1591130981,,,,,275.7
1591131228,28.6,0.5,42.2,57.8,307.2
1591131380,40.7,0.4,46.3,53.7,521.6
1591131681,,,,,212.6
1591131861,47,0.3,49.7,50.3,374.9
1591132040,,,,,38.1
1591132220,19.5,0.6,48.2,51.8,611.4
1591132400,36,0.4,58.7,41.3,258.1
1591132580,27.5,0.5,17.8,82.2,174.6
1591132761,22.7,0.6,43,57,811.4
1591132941,25.1,0.6,45.3,54.7,353.7
1591133121,41.5,0.4,39.8,60.2,165.1
1591133301,30,0.5,47.3,52.7,241.9
1591133481,29.5,0.6,47.9,52.1,699
1591133661,34,0.5,39.7,60.3,78.1
1591133841,32.6,0.5,34.7,65.3,79.9
1591134021,32.8,0.5,39.4,60.6,358.8
1591134201,32.9,0.5,40.3,59.7,328.3
1591134380,32.4,0.5,26.1,73.9,124.2
1591134537,,,,,177.5
1591134822,35.8,0.6,39.8,60.2,270.2
1591135002,35.1,0.5,22.1,77.9,356.8
1591135182,46.4,0.5,61.8,38.2,268.8
1591135362,35.6,0.5,40.8,59.2,204.5
1591135542,32.2,0.5,52,48,314.8
1591135722,31.5,0.5,21.6,78.4,194.8
1591135903,34.5,0.5,23.2,76.8,270.2
1591136083,36.4,0.5,28,72,186.7
1591136263,30.9,0.5,20.9,79.1,185.2
1591136443,36.6,0.5,35.2,64.8,621.6
1591136623,43,0.5,25.9,74.1,145
