timestamp,rmssd,tp,lfn,hfn,r_hrv
1590962113,29.7,0.4,14.7,85.3,186.3
1590962259,,,,,150.3
1590962546,,,,,128.4
1590962726,,,,,43.2
1590962906,,,,,42.9
1590963086,,,,,20.3
1590963266,19.4,0.6,40.6,59.4,148.1
1590963446,17.4,0.6,46.5,53.5,101.5
1590963627,,,,,14.9
1590963807,,,,,33.8
1590963986,,,,,24.3
1590964166,,,,,27.3
1590964346,14.2,0.6,74,26,494.1
1590964526,18.4,0.6,35.1,64.9,172.2
1590964706,17,0.6,51.1,48.9,182.5
1590964886,,,,,38.2
1590965066,13.7,0.5,32.9,67.1,185.2
1590965246,,,,,30.2
1590965426,12.8,0.6,61.5,38.5,176.4
1590965606,,,,,142.3
1590965786,,,,,171.1
1590965967,,,,,36.7
1590966147,,,,,35.7
1590966326,,,,,123.5
1590966506,,,,,24.2
1590966686,,,,,115.3
1590966866,,,,,32.3
1590967046,,,,,114.6
1590967226,,,,,187.5
1590967406,,,,,232.4
1590967586,38.7,0.4,74.5,25.5,496
1590967766,21.6,0.5,55.8,44.2,126.5
1590967946,12.5,0.5,48.1,51.9,134.5
1590968126,11.9,0.6,58.8,41.2,127.1
1590968307,11.2,0.6,60.6,39.4,745
1590968487,,,,,33.8
1590968666,,,,,30.4
1590968846,,,,,26.1
1590969026,,,,,10.7
1590969206,,,,,28.8
1590969386,95,0.6,86.5,13.5,653.3
1590969566,19.6,0.6,38.1,61.9,273.1
1590969771,18.9,0.6,44.3,55.7,181.2
1590969951,,,,,42.1
1590970131,15.1,0.6,36.6,63.4,249
1590970311,,,,,315
1590970491,,,,,280.5
1590970672,19.3,0.5,56.2,43.8,97.8
1590970852,,,,,57.9
1590971031,144.7,0.4,30.3,69.7,79.5
1590971211,18.5,0.5,43.5,56.5,798.9
1590971391,25.9,0.6,53.9,46.1,221.7
1590971571,26.9,0.5,44,56,32.8
1590971751,27.7,0.5,36.6,63.4,33.8
1590971931,11.8,0.6,50,50,32.5
1590972111,,,,,32.2
1590972291,24.5,0.6,46.9,53.1,332.3
1590972471,23.4,0.6,26.8,73.2,196
1590972651,26.9,0.5,55.6,44.4,95.3
1590972831,20.4,0.5,63.2,36.8,97.2
1590973012,26.2,0.5,40.5,59.5,92.3
1590973192,28.4,0.5,50.7,49.3,125
1590973371,32.8,0.5,43,57,86.2
1590973551,24.2,0.5,23.7,76.3,87.8
1590973731,21.3,0.5,28.6,71.4,88.8
1590973911,23.7,0.5,30.2,69.8,672.3
1590974091,26.6,0.5,17.7,82.3,75
1590974271,23.3,0.5,48.2,51.8,75.2
1590974451,21,0.5,44.1,55.9,75
1590974631,21.3,0.5,30.8,69.2,75.6
1590974811,,,,,27.4
1590974991,18,0.5,45.7,54.3,75.5
1590975171,18.5,0.5,40.5,59.5,75.6
1590975352,,,,,290
1590975532,17.9,0.5,45.8,54.2,75.9
1590975711,,,,,229.7
1590975891,33.5,0.5,53.7,46.3,133.3
1590976071,38.6,0.5,20.6,79.4,383.1
1590976251,32.9,0.6,73.3,26.7,744.6
1590976431,26.6,0.5,50.8,49.2,200.1
1590976611,23.8,0.5,45.9,54.1,102
1590976791,,,,,29
1590976971,32.7,0.6,63.4,36.6,775
1590977151,28.3,0.5,40.8,59.2,154.3
1590977313,,,,,371.1
1590977643,,,,,162.5
1590977815,,,,,159.2
1590978119,53.8,0.5,21.1,78.9,180.6
1590978299,46.4,0.5,30.3,69.7,561.7
1590978479,,,,,35.9
1590978659,28.6,0.5,34,66,106.5
1590978839,28.2,0.5,49.1,50.9,494.6
1590979019,45.4,0.5,47.7,52.3,141.8
1590979200,51.1,0.4,21.4,78.6,417.5
1590979380,35.4,0.5,26.6,73.4,96
1590979559,,,,,37.3
1590979739,,,,,36.9
1590979919,37.4,0.5,23.9,76.1,101.1
1590980099,,,,,33.3
1590980279,33,0.5,21.3,78.7,492.3
1590980459,,,,,231.7
1590980639,,,,,267.1
1590980819,34.8,0.5,49.5,50.5,329.8
1590980999,34.1,0.5,38.8,61.2,137.9
1590981179,19.3,0.6,54.4,45.6,151.2
1590981359,18.7,0.5,45.8,54.2,158.3
1590981540,38,0.6,51.9,48.1,451.7
1590981720,23.2,0.6,64.7,35.3,232.2
1590981899,19,0.5,54,46,459.9
1590982079,40,0.5,25.5,74.5,191.8
1590982259,135.9,0.4,65.9,34.1,151.2
1590982439,20.7,0.5,55.6,44.4,464.2
1590982619,25.3,0.6,40,60,47.3
1590982799,20.1,0.6,43.2,56.8,347.6
1590982979,15.7,0.7,63.7,36.3,157.1
1590983159,,,,,52.4
1590983339,,,,,52.5
1590983519,63.6,0.4,31.9,68.1,555.6
1590983699,,,,,266.7
1590983880,,,,,235.9
1590984060,,,,,289.8
1590984239,,,,,236.9
1590984419,,,,,271.3
1590984599,,,,,233.6
1590984779,,,,,197.1
1590984959,29.6,0.4,25,75,33.1
1590985139,25.9,0.5,49.5,50.5,47.1
1590985319,24.3,0.4,38.6,61.4,32.9
1590985499,30.6,0.5,34.4,65.6,176.3
1590985679,24.4,0.4,55.1,44.9,34.9
1590985859,,,,,94.3
1590986039,33.9,0.4,39.8,60.2,469.1
1590986220,,,,,44.5
1590986400,37.8,0.5,46.6,53.4,66.6
1590986579,,,,,141.1
1590986759,33.2,0.5,34.9,65.1,239.1
1590986939,33.3,0.5,38.5,61.5,36.4
1590987119,,,,,41.5
1590987299,,,,,38.2
1590987479,54.2,0.4,24.9,75.1,841.4
1590987659,44.6,0.5,19.5,80.5,192.1
1590987839,26.9,0.5,34.8,65.2,81.4
1590988019,18.9,0.6,43.1,56.9,84.4
1590988199,17.7,0.6,64.1,35.9,108.4
1590988379,16.8,0.6,63.9,36.1,460.9
1590988560,48.8,0.5,31.1,68.9,490.4
1590988740,26.8,0.5,39.8,60.2,254.5
1590988919,36.4,0.6,54.1,45.9,526.1
1590989099,42,0.5,57,43,112.3
1590989279,54.3,0.5,33.4,66.6,81.3
1590989459,39.8,0.5,18.8,81.2,63.2
1590989639,,,,,334.3
